tanggal,komoditas,harga
2018-07-06,daging sapi impor beku/kg,85000
2018-07-09,daging sapi impor beku/kg,85000
2018-07-10,daging sapi impor beku/kg,85000
2018-07-11,daging sapi impor beku/kg,85000
2018-07-12,daging sapi impor beku/kg,85000
2018-07-13,daging sapi impor beku/kg,85000
2018-07-16,daging sapi impor beku/kg,85000
2018-07-17,daging sapi impor beku/kg,85000
2018-07-18,daging sapi impor beku/kg,85000
2018-07-19,daging sapi impor beku/kg,85000
2018-07-20,daging sapi impor beku/kg,85000
2018-07-23,daging sapi impor beku/kg,85000
2018-07-24,daging sapi impor beku/kg,85000
2018-07-25,daging sapi impor beku/kg,85000
2018-07-26,daging sapi impor beku/kg,85000
2018-07-27,daging sapi impor beku/kg,85000
2018-07-30,daging sapi impor beku/kg,85000
2018-07-31,daging sapi impor beku/kg,85000
2018-07-02,daging sapi lokal has dalam/kg,146667
2018-07-03,daging sapi lokal has dalam/kg,153333
2018-07-04,daging sapi lokal has dalam/kg,150000
2018-07-05,daging sapi lokal has dalam/kg,148333
2018-07-06,daging sapi lokal has dalam/kg,146667
2018-07-09,daging sapi lokal has dalam/kg,150000
2018-07-10,daging sapi lokal has dalam/kg,146667
2018-07-11,daging sapi lokal has dalam/kg,146667
2018-07-12,daging sapi lokal has dalam/kg,148333
2018-07-13,daging sapi lokal has dalam/kg,146667
2018-07-16,daging sapi lokal has dalam/kg,146667
2018-07-17,daging sapi lokal has dalam/kg,145000
2018-07-18,daging sapi lokal has dalam/kg,151667
2018-07-19,daging sapi lokal has dalam/kg,143333
2018-07-20,daging sapi lokal has dalam/kg,146667
2018-07-23,daging sapi lokal has dalam/kg,146667
2018-07-24,daging sapi lokal has dalam/kg,148333
2018-07-25,daging sapi lokal has dalam/kg,146667
2018-07-26,daging sapi lokal has dalam/kg,146667
2018-07-27,daging sapi lokal has dalam/kg,146667
2018-07-30,daging sapi lokal has dalam/kg,146667
2018-07-31,daging sapi lokal has dalam/kg,146667
2018-07-02,ayam boiler/ekor,33340
2018-07-03,ayam boiler/ekor,34940
2018-07-04,ayam boiler/ekor,33940
2018-07-05,ayam boiler/ekor,35340
2018-07-06,ayam boiler/ekor,35740
2018-07-09,ayam boiler/ekor,34140
2018-07-10,ayam boiler/ekor,35740
2018-07-11,ayam boiler/ekor,34340
2018-07-12,ayam boiler/ekor,35840
2018-07-13,ayam boiler/ekor,36540
2018-07-16,ayam boiler/ekor,35540
2018-07-17,ayam boiler/ekor,36840
2018-07-18,ayam boiler/ekor,35540
2018-07-19,ayam boiler/ekor,36440
2018-07-20,ayam boiler/ekor,36140
2018-07-23,ayam boiler/ekor,36340
2018-07-24,ayam boiler/ekor,36340
2018-07-25,ayam boiler/ekor,36540
2018-07-26,ayam boiler/ekor,38800
2018-07-27,ayam boiler/ekor,36800
2018-07-30,ayam boiler/ekor,38800
2018-07-31,ayam boiler/ekor,37800
2018-07-02,ayam kampung/ekor,79575
2018-07-03,ayam kampung/ekor,77767
2018-07-04,ayam kampung/ekor,77767
2018-07-05,ayam kampung/ekor,62160
2018-07-06,ayam kampung/ekor,79575
2018-07-09,ayam kampung/ekor,78671
2018-07-10,ayam kampung/ekor,82767
2018-07-11,ayam kampung/ekor,79433
2018-07-12,ayam kampung/ekor,77075
2018-07-13,ayam kampung/ekor,77075
2018-07-16,ayam kampung/ekor,82767
2018-07-17,ayam kampung/ekor,87075
2018-07-18,ayam kampung/ekor,82767
2018-07-19,ayam kampung/ekor,82075
2018-07-20,ayam kampung/ekor,78325
2018-07-23,ayam kampung/ekor,78325
2018-07-24,ayam kampung/ekor,75825
2018-07-25,ayam kampung/ekor,79575
2018-07-26,ayam kampung/ekor,80825
2018-07-27,ayam kampung/ekor,80825
2018-07-30,ayam kampung/ekor,80825
2018-07-31,ayam kampung/ekor,64660
2018-07-02,telur ayam ras/kg,24760
2018-07-03,telur ayam ras/kg,25660
2018-07-04,telur ayam ras/kg,25360
2018-07-05,telur ayam ras/kg,25960
2018-07-06,telur ayam ras/kg,25960
2018-07-09,telur ayam ras/kg,25210
2018-07-10,telur ayam ras/kg,26560
2018-07-11,telur ayam ras/kg,26760
2018-07-12,telur ayam ras/kg,26960
2018-07-13,telur ayam ras/kg,27160
2018-07-16,telur ayam ras/kg,26860
2018-07-17,telur ayam ras/kg,26360
2018-07-18,telur ayam ras/kg,26960
2018-07-19,telur ayam ras/kg,27060
2018-07-20,telur ayam ras/kg,27960
2018-07-23,telur ayam ras/kg,28060
2018-07-24,telur ayam ras/kg,27560
2018-07-25,telur ayam ras/kg,27760
2018-07-26,telur ayam ras/kg,27140
2018-07-27,telur ayam ras/kg,27140
2018-07-30,telur ayam ras/kg,26940
2018-07-31,telur ayam ras/kg,26940
2018-07-02,telur ayam kampung/butir,2240
2018-07-03,telur ayam kampung/butir,2340
2018-07-04,telur ayam kampung/butir,2390
2018-07-05,telur ayam kampung/butir,2300
2018-07-06,telur ayam kampung/butir,2150
2018-07-09,telur ayam kampung/butir,2290
2018-07-10,telur ayam kampung/butir,2190
2018-07-11,telur ayam kampung/butir,6740
2018-07-12,telur ayam kampung/butir,2240
2018-07-13,telur ayam kampung/butir,2280
2018-07-16,telur ayam kampung/butir,2380
2018-07-17,telur ayam kampung/butir,2440
2018-07-18,telur ayam kampung/butir,2280
2018-07-19,telur ayam kampung/butir,2390
2018-07-20,telur ayam kampung/butir,2270
2018-07-23,telur ayam kampung/butir,2280
2018-07-24,telur ayam kampung/butir,2330
2018-07-25,telur ayam kampung/butir,2350
2018-07-26,telur ayam kampung/butir,2320
2018-07-27,telur ayam kampung/butir,2220
2018-07-30,telur ayam kampung/butir,2320
2018-07-31,telur ayam kampung/butir,2320
2018-07-02,susu kental manis kaleng merk bendera/buah,11550
2018-07-03,susu kental manis kaleng merk bendera/buah,11600
2018-07-04,susu kental manis kaleng merk bendera/buah,11500
2018-07-05,susu kental manis kaleng merk bendera/buah,11500
2018-07-06,susu kental manis kaleng merk bendera/buah,11500
2018-07-09,susu kental manis kaleng merk bendera/buah,11575
2018-07-10,susu kental manis kaleng merk bendera/buah,11500
2018-07-11,susu kental manis kaleng merk bendera/buah,11500
2018-07-12,susu kental manis kaleng merk bendera/buah,12200
2018-07-13,susu kental manis kaleng merk bendera/buah,12500
2018-07-16,susu kental manis kaleng merk bendera/buah,11900
2018-07-17,susu kental manis kaleng merk bendera/buah,11900
2018-07-18,susu kental manis kaleng merk bendera/buah,11900
2018-07-19,susu kental manis kaleng merk bendera/buah,11900
2018-07-20,susu kental manis kaleng merk bendera/buah,11900
2018-07-23,susu kental manis kaleng merk bendera/buah,11900
2018-07-24,susu kental manis kaleng merk bendera/buah,11900
2018-07-25,susu kental manis kaleng merk bendera/buah,11900
2018-07-26,susu kental manis kaleng merk bendera/buah,11940
2018-07-27,susu kental manis kaleng merk bendera/buah,11940
2018-07-30,susu kental manis kaleng merk bendera/buah,11940
2018-07-31,susu kental manis kaleng merk bendera/buah,11940
2018-07-02,susu kental manis kaleng merk indomilk/buah,9540
2018-07-03,susu kental manis kaleng merk indomilk/buah,9640
2018-07-04,susu kental manis kaleng merk indomilk/buah,9640
2018-07-05,susu kental manis kaleng merk indomilk/buah,10040
2018-07-06,susu kental manis kaleng merk indomilk/buah,9940
2018-07-09,susu kental manis kaleng merk indomilk/buah,9590
2018-07-10,susu kental manis kaleng merk indomilk/buah,9540
2018-07-11,susu kental manis kaleng merk indomilk/buah,9840
2018-07-12,susu kental manis kaleng merk indomilk/buah,9640
2018-07-13,susu kental manis kaleng merk indomilk/buah,10040
2018-07-16,susu kental manis kaleng merk indomilk/buah,9940
2018-07-17,susu kental manis kaleng merk indomilk/buah,10040
2018-07-18,susu kental manis kaleng merk indomilk/buah,10040
2018-07-19,susu kental manis kaleng merk indomilk/buah,9940
2018-07-20,susu kental manis kaleng merk indomilk/buah,10240
2018-07-23,susu kental manis kaleng merk indomilk/buah,10440
2018-07-24,susu kental manis kaleng merk indomilk/buah,10240
2018-07-25,susu kental manis kaleng merk indomilk/buah,10240
2018-07-26,susu kental manis kaleng merk indomilk/buah,10240
2018-07-27,susu kental manis kaleng merk indomilk/buah,10240
2018-07-30,susu kental manis kaleng merk indomilk/buah,10240
2018-07-31,susu kental manis kaleng merk indomilk/buah,10240
2018-07-02,susu bubuk kaleng merk bendera/buah,43933
2018-07-03,susu bubuk kaleng merk bendera/buah,43933
2018-07-04,susu bubuk kaleng merk bendera/buah,43933
2018-07-05,susu bubuk kaleng merk bendera/buah,43933
2018-07-06,susu bubuk kaleng merk bendera/buah,43933
2018-07-09,susu bubuk kaleng merk bendera/buah,43933
2018-07-10,susu bubuk kaleng merk bendera/buah,43933
2018-07-11,susu bubuk kaleng merk bendera/buah,43933
2018-07-12,susu bubuk kaleng merk bendera/buah,43933
2018-07-13,susu bubuk kaleng merk bendera/buah,43933
2018-07-16,susu bubuk kaleng merk bendera/buah,43933
2018-07-17,susu bubuk kaleng merk bendera/buah,43933
2018-07-18,susu bubuk kaleng merk bendera/buah,43933
2018-07-19,susu bubuk kaleng merk bendera/buah,43933
2018-07-20,susu bubuk kaleng merk bendera/buah,45200
2018-07-23,susu bubuk kaleng merk bendera/buah,45200
2018-07-24,susu bubuk kaleng merk bendera/buah,45200
2018-07-25,susu bubuk kaleng merk bendera/buah,45200
2018-07-26,susu bubuk kaleng merk bendera/buah,44500
2018-07-27,susu bubuk kaleng merk bendera/buah,44500
2018-07-30,susu bubuk kaleng merk bendera/buah,44500
2018-07-31,susu bubuk kaleng merk bendera/buah,44500
2018-07-02,susu bubuk kaleng merk indomilk/buah,42267
2018-07-03,susu bubuk kaleng merk indomilk/buah,42267
2018-07-04,susu bubuk kaleng merk indomilk/buah,42267
2018-07-05,susu bubuk kaleng merk indomilk/buah,42267
2018-07-06,susu bubuk kaleng merk indomilk/buah,42267
2018-07-09,susu bubuk kaleng merk indomilk/buah,42267
2018-07-10,susu bubuk kaleng merk indomilk/buah,42267
2018-07-11,susu bubuk kaleng merk indomilk/buah,42267
2018-07-12,susu bubuk kaleng merk indomilk/buah,42267
2018-07-13,susu bubuk kaleng merk indomilk/buah,42267
2018-07-16,susu bubuk kaleng merk indomilk/buah,42267
2018-07-17,susu bubuk kaleng merk indomilk/buah,42267
2018-07-18,susu bubuk kaleng merk indomilk/buah,42267
2018-07-19,susu bubuk kaleng merk indomilk/buah,42267
2018-07-20,susu bubuk kaleng merk indomilk/buah,42950
2018-07-23,susu bubuk kaleng merk indomilk/buah,42950
2018-07-24,susu bubuk kaleng merk indomilk/buah,42950
2018-07-25,susu bubuk kaleng merk indomilk/buah,43450
2018-07-26,susu bubuk kaleng merk indomilk/buah,42800
2018-07-27,susu bubuk kaleng merk indomilk/buah,42675
2018-07-30,susu bubuk kaleng merk indomilk/buah,42800
2018-07-31,susu bubuk kaleng merk indomilk/buah,42800
2018-07-02,jagung pipilan kecil/kg,15100
2018-07-03,jagung pipilan kecil/kg,15100
2018-07-04,jagung pipilan kecil/kg,15100
2018-07-05,jagung pipilan kecil/kg,16100
2018-07-06,jagung pipilan kecil/kg,16100
2018-07-09,jagung pipilan kecil/kg,15100
2018-07-10,jagung pipilan kecil/kg,16100
2018-07-11,jagung pipilan kecil/kg,16100
2018-07-12,jagung pipilan kecil/kg,16100
2018-07-13,jagung pipilan kecil/kg,16100
2018-07-16,jagung pipilan kecil/kg,16100
2018-07-17,jagung pipilan kecil/kg,16100
2018-07-18,jagung pipilan kecil/kg,16100
2018-07-19,jagung pipilan kecil/kg,16100
